uniform_tvec, dvv, dv_err, temp_prism, ppt_prism, soil_nldas, snow_nldas, date 
	2006.000000,,,0.944445,0,-0.002302,-0.000467,2006-01-01
	2006.002686,,,0.998037,0,-0.002138,-0.000467,2006-01-02
	2006.005493,,,1.88888,3.04762,-0.001979,-0.000467,2006-01-03
	2006.008179,,,1.72566,0.0014732,-0.001812,-0.000467,2006-01-04
	2006.010986,,,0.991054,0,-0.001651,-0.000467,2006-01-05
	2006.013672,,,0.333386,0,-0.001487,-0.000467,2006-01-06
	2006.016479,,,1.49929,0,-0.001314,-0.000467,2006-01-07
	2006.019165,,,0.277721,0,-0.001147,-0.000467,2006-01-08
	2006.021851,,,-2.65312,0,-0.000969,-0.000467,2006-01-09
	2006.024658,,,-2.99994,0,-0.000796,-0.000467,2006-01-10
	2006.027344,,,-2.34072,0,-0.000613,-0.000467,2006-01-11
	2006.030151,,,-1.83366,0,-0.000434,-0.000467,2006-01-12
	2006.032837,,,-2.49992,0,-0.000253,-0.000467,2006-01-13
	2006.035645,,,-1.25084,0,-0.000060,-0.000467,2006-01-14
	2006.038330,,,0.277778,0,0.000131,-0.000467,2006-01-15
	2006.041016,,,-1.50713,0,0.000349,-0.000467,2006-01-16
	2006.043823,,,-5.66637,0,0.000574,-0.000467,2006-01-17
	2006.046509,,,-3.01166,0,0.000825,-0.000467,2006-01-18
	2006.049316,,,-2.50101,2.03101,0.001079,-0.000467,2006-01-19
	2006.052002,,,-4.7189,0.0002286,0.001345,-0.000467,2006-01-20
	2006.054810,,,-5.00841,0,0.001634,-0.000467,2006-01-21
	2006.057495,,,-5.77778,0,0.001919,-0.000467,2006-01-22
	2006.060181,,,-4.8511,0,0.002225,-0.000467,2006-01-23
	2006.062988,,,-3.93542,0,0.002522,-0.000467,2006-01-24
	2006.065674,,,-1.0662,0,0.002836,-0.000467,2006-01-25
	2006.068481,,,-0.611957,2.79377,0.003138,-0.000467,2006-01-26
	2006.071167,,,-3.0963,2.03797,0.003440,-0.000467,2006-01-27
	2006.073975,,,-5.33321,0.743534,0.003755,-0.000467,2006-01-28
