uniform_tvec, dvv, dv_err, temp_prism, ppt_prism, soil_nldas, snow_nldas, date 
	2006.000000,,,4.5,3.048,-0.018523,0.000299,2006-01-01
	2006.002686,,,2.50145,2.04518,-0.018402,0.000338,2006-01-02
	2006.005493,,,5.99986,1.51902,-0.018282,0.000374,2006-01-03
	2006.008179,,,4.35208,0.0006096,-0.018151,0.000409,2006-01-04
	2006.010986,,,3.04373,0,-0.018021,0.000441,2006-01-05
	2006.013672,,,2.33338,0,-0.017885,0.000470,2006-01-06
	2006.016479,,,4.69245,0,-0.017736,0.000499,2006-01-07
	2006.019165,,,5.61111,0,-0.017587,0.000523,2006-01-08
	2006.021851,,,-1.63641,0,-0.017423,0.000545,2006-01-09
	2006.024658,,,-2.33304,0,-0.017258,0.000564,2006-01-10
	2006.027344,,,1.07018,0,-0.017076,0.000580,2006-01-11
	2006.030151,,,4.05328,1.26939,-0.016893,0.000591,2006-01-12
	2006.032837,,,-0.610555,0.0001524,-0.016700,0.000599,2006-01-13
	2006.035645,,,2.22939,0.0002794,-0.016488,0.000603,2006-01-14
	2006.038330,,,5.88889,0.254,-0.016268,0.000602,2006-01-15
	2006.041016,,,-2.932,0.0002794,-0.015983,0.000596,2006-01-16
	2006.043823,,,-4.94419,0,-0.015659,0.000583,2006-01-17
	2006.046509,,,-1.65971,0,-0.015267,0.000565,2006-01-18
	2006.049316,,,2.82955,10.4089,-0.014847,0.000543,2006-01-19
	2006.052002,,,-4.88798,0.0012192,-0.014384,0.000516,2006-01-20
	2006.054810,,,-3.70336,0,-0.013858,0.000484,2006-01-21
	2006.057495,,,-2.88889,0,-0.013317,0.000449,2006-01-22
	2006.060181,,,-5.15682,0,-0.012716,0.000410,2006-01-23
	2006.062988,,,-5.3888,0,-0.012110,0.000369,2006-01-24
	2006.065674,,,-4.13221,0,-0.011446,0.000325,2006-01-25
	2006.068481,,,-1.68418,0.766902,-0.010787,0.000280,2006-01-26
	2006.071167,,,1.94413,1.01597,-0.010107,0.000234,2006-01-27
	2006.073975,,,-2.44384,1.01488,-0.009375,0.000184,2006-01-28
	2006.076660,,,-1.33311,0,-0.008659,0.000136,2006-01-29
	2006.079346,,,1.995,0,-0.007898,0.000086,2006-01-30
	2006.082153,,,4.99977,2.03919,-0.007160,0.000037,2006-01-31
	2006.084839,,,3.16753,2.78633,-0.006381,-0.000012,2006-02-01
	2006.087646,,,6.38661,3.30172,-0.005633,-0.000059,2006-02-02
	2006.090332,,,1.77831,2.29476,-0.004884,-0.000104,2006-02-03
	2006.093140,,,2.85794,0,-0.004104,-0.000150,2006-02-04
