uniform_tvec, dvv, dv_err, temp_prism, ppt_prism, soil_nldas, snow_nldas, date 
	2006.000000,,,2,3.81,395.304,0.696,2006-01-01
	2006.002686,,,-0.387162,0.0027432,395.265,0.735,2006-01-02
	2006.005493,,,1.77754,6.34924,395.23,0.77,2006-01-03
	2006.008179,,,-0.539961,0.003048,395.194,0.806,2006-01-04
	2006.010986,,,-1.33235,0,395.162,0.838,2006-01-05
	2006.013672,,,1.81166,0,395.133,0.867,2006-01-06
	2006.016479,,,5.49808,0,395.105,0.895,2006-01-07
	2006.019165,,,2.3332,0,395.08,0.92,2006-01-08
	2006.021851,,,-3.96766,0,395.058,0.942,2006-01-09
	2006.024658,,,-4.83282,0,395.04,0.961,2006-01-10
	2006.027344,,,0.0819122,0,395.024,0.976,2006-01-11
	2006.030151,,,1.49789,0,395.012,0.988,2006-01-12
	2006.032837,,,-2.83282,0,395.004,0.996,2006-01-13
	2006.035645,,,1.47682,0,395,1,2006-01-14
	2006.038330,,,2.5,0,395.003,0.999,2006-01-15
	2006.041016,,,-4.34734,3.29844,395.023,0.992,2006-01-16
	2006.043823,,,-8.22161,0,395.06,0.98,2006-01-17
	2006.046509,,,-2.31755,0,395.115,0.962,2006-01-18
	2006.049316,,,-0.280261,4.31589,395.182,0.939,2006-01-19
	2006.052002,,,-5.8782,0.000508,395.262,0.913,2006-01-20
	2006.054810,,,-6.83206,0,395.359,0.88,2006-01-21
	2006.057495,,,-5.66667,0,395.462,0.846,2006-01-22
	2006.060181,,,-6.44361,0,395.58,0.807,2006-01-23
	2006.062988,,,-4.20365,0,395.702,0.766,2006-01-24
	2006.065674,,,-0.334734,0,395.836,0.721,2006-01-25
	2006.068481,,,-1.77764,11.1714,395.97,0.677,2006-01-26
	2006.071167,,,-1.50003,1.77909,396.109,0.63,2006-01-27
	2006.073975,,,-4.45758,3.29882,396.257,0.581,2006-01-28
	2006.076660,,,-4.83333,0.253949,396.401,0.533,2006-01-29
	2006.079346,,,-1.95606,0.0001016,396.553,0.482,2006-01-30
	2006.082153,,,2.44414,0,396.698,0.434,2006-01-31
	2006.084839,,,0.00115278,0,396.847,0.384,2006-02-01
	2006.087646,,,3.1101,0.0033782,396.987,0.338,2006-02-02
	2006.090332,,,0.456255,6.85721,397.122,0.293,2006-02-03
	2006.093140,,,-0.996763,0,397.259,0.247,2006-02-04
	2006.095825,,,1.94444,0,397.382,0.206,2006-02-05
	2006.098511,,,-4.77064,0,397.503,0.166,2006-02-06
	2006.101318,,,-1.75397,0,397.61,0.13,2006-02-07
	2006.104004,,,2.71673,0,397.71,0.097,2006-02-08
